abandonment	abandon|||verb|||—abandonment
Hawaiian	Hawaii|||noun|||—Hawaiian
hawkishness	hawkish|||adjective|||—hawkishness
hazily	hazy|||adjective|||—hazily,—haziness
haziness	hazy|||adjective|||—hazily,—haziness
hazing	haze|||verb|||—hazing
headachy	headache|||noun|||—headachy
headbang	headbanger|||noun|||—headbanging,—headbang
headbanging	headbanger|||noun|||—headbanging,—headbang
headhunt	headhunter|||noun|||—headhunt
health-care	health care|||noun|||—health-care
healthily	healthy|||adjective|||—healthily,—healthiness
healthiness	healthy|||adjective|||—healthily,—healthiness
heartbreakingly	heartbreaking|||adjective|||—heartbreakingly
heartening	hearten|||verb|||—heartening,—hearteningly
hearteningly	hearten|||verb|||—heartening,—hearteningly
heartiness	hearty|||adjective|||—heartiness
heartlessly	heartless|||adjective|||—heartlessly,—heartlessness
heartlessness	heartless|||adjective|||—heartlessly,—heartlessness
heartwarmingly	heartwarming|||adjective|||—heartwarmingly
heatedly	heated|||adjective|||—heatedly
heaviness	heavy|||adjective|||—heaviness
heavy breathing	heavy breather|||noun|||—heavy breathing
heavy-handedness	heavy-handed|||adjective|||—heavy-handedness
heckler	heckle|||verb|||—heckler,—heckling
heckling	heckle|||verb|||—heckler,—heckling
hedonism	hedonist|||noun|||—hedonism,—hedonistic
hedonistic	hedonist|||noun|||—hedonism,—hedonistic
heedlessly	heedless|||adjective|||—heedlessly
heinousness	heinous|||adjective|||—heinousness
hellishly	hellish|||adjective|||—hellishly
helpfully	helpful|||adjective|||—helpfully,—helpfulness
helpfulness	helpful|||adjective|||—helpfully,—helpfulness
helplessly	helpless|||adjective|||—helplessly,—helplessness
helplessness	helpless|||adjective|||—helplessly,—helplessness
hemispherical	hemisphere|||noun|||—hemispherical
heptagonal	heptagon|||noun|||—heptagonal
heraldic	heraldry|||noun|||—heraldic
herbivorous	herbivore|||noun|||—herbivorous
heretical	heretic|||noun|||—heretical
hermetic	hermetically|||adverb|||—hermetic
heroically	heroic|||adjective|||—heroically
hero-worship	hero worship|||noun|||—hero-worship
hesitantly	hesitant|||adjective|||—hesitantly
hesitatingly	hesitate|||verb|||—hesitatingly
heterogeneity	heterogeneous|||adjective|||—heterogeneously,—heterogeneity
heterogeneously	heterogeneous|||adjective|||—heterogeneously,—heterogeneity
heuristically	heuristic|||adjective|||—heuristically
hexagonal	hexagon|||noun|||—hexagonal
hibernation	hibernate|||verb|||—hibernation
hideously	hideous|||adjective|||—hideously,—hideousness
hideousness	hideous|||adjective|||—hideously,—hideousness
hierarchically	hierarchical|||adjective|||—hierarchically
hieroglyphic	hieroglyphics|||noun|||—hieroglyphic
High Commissioner	high commission|||noun|||—High Commissioner
high-flying	high-flier|||noun|||—high-flying
high-handedly	high-handed|||adjective|||—high-handedly,—high-handedness
high-handedness	high-handed|||adjective|||—high-handedly,—high-handedness
high jumper	high jump|||noun|||—high jumper
highlighting	highlight|||verb|||—highlighting
high-mindedly	high-minded|||adjective|||—high-mindedly,—high-mindedness
high-mindedness	high-minded|||adjective|||—high-mindedly,—high-mindedness
high profile	high-profile|||adjective|||—high profile
high rise	high-rise|||adjective|||—high rise
high tech	high-tech|||adjective|||—high tech
high-top	high-tops|||noun|||—high-top
hijacker	hijack|||verb|||—hijacker
hilariously	hilarious|||adjective|||—hilariously
hillwalker	hillwalking|||noun|||—hillwalker
hinged	hinge|||verb|||—hinged
historically	historical|||adjective|||—historically
histrionic	histrionics|||noun|||—histrionic
hitchhiker	hitchhike|||verb|||—hitchhiker
hoarder	hoard|||verb|||—hoarder
hoarsely	hoarse|||adjective|||—hoarsely,—hoarseness
hoarseness	hoarse|||adjective|||—hoarsely,—hoarseness
hobbyist	hobby|||noun|||—hobbyist
holistically	holistic|||adjective|||—holistically
hollowly	hollow|||adjective|||—hollowly,—hollowness
hollowness	hollow|||adjective|||—hollowly,—hollowness
holographic	hologram|||noun|||—holographic,—holography
holography	hologram|||noun|||—holographic,—holography
home-brewed	home brew|||noun|||—home-brewed
homelessness	homeless|||adjective|||—homelessness
homeopath	homeopathy|||noun|||—homeopathic,—homeopath
homeopathic	homeopathy|||noun|||—homeopathic,—homeopath
Homeric	Homer|||adjective|||—Homeric
homeschooling	homeschool|||verb|||—homeschooling,—homeschool
homesickness	homesick|||adjective|||—homesickness
homesteader	homestead|||verb|||—homesteader
homeworking	homeworker|||noun|||—homeworking
homogeneously	homogeneous|||adjective|||—homogeneously
homophobic	homophobia|||noun|||—homophobic
homosexuality	homosexual|||adjective|||—homosexual,—homosexuality
Honduran	Honduras|||noun|||—Honduran
honeymooner	honeymoon|||verb|||—honeymooner
honourably	honourable|||adjective|||—honourably
hooliganism	hooligan|||noun|||—hooliganism
hopefulness	hopeful|||adjective|||—hopefulness
hopelessness	hopeless|||adjective|||—hopelessness
horizontally	horizontal|||adjective|||—horizontally
hormonal	hormone|||noun|||—hormonal
horrendously	horrendous|||adjective|||—horrendously
horribly	horrible|||adjective|||—horribly
horrifically	horrific|||adjective|||—horrifically
horrifyingly	horrifying|||adjective|||—horrifyingly
horticultural	horticulture|||noun|||—horticultural,—horticulturalist
horticulturalist	horticulture|||noun|||—horticultural,—horticulturalist
hospitably	hospitable|||adjective|||—hospitably
hospitalization	hospitalize|||verb|||—hospitalization
hot-button	hot button|||noun|||—hot-button
hot-desking	hot desk|||noun|||—hot-desking
hotheaded	hothead|||noun|||—hotheaded
housebreaking	housebreaker|||noun|||—housebreaking
housesitter	house-sit|||verb|||—housesitter
housetrain	house-trained|||adjective|||—housetrain
hucksterism	huckster|||noun|||—hucksterism
huffily	huffy|||adjective|||—huffily
hugeness	huge|||adjective|||—hugeness
humanely	humane|||adjective|||—humanely
humanist	humanism|||noun|||—humanist,—humanistic
humanistic	humanism|||noun|||—humanist,—humanistic
humanitarianism	humanitarian|||adjective|||—humanitarian,—humanitarianism
humblebrag	humblebragging|||noun|||—humblebrag
humbling	humble|||verb|||—humbling
humbly	humble|||adjective|||—humbly
humiliated	humiliate|||verb|||—humiliated
humiliatingly	humiliating|||adjective|||—humiliatingly
humorously	humorous|||adjective|||—humorously
humourlessly	humourless|||adjective|||—humourlessly
hunched	hunch|||verb|||—hunched
hundredth	hundred|||number|||—hundredth,—hundredth@@@hundred|||number|||—hundredth,—hundredth
hunger striker	hunger strike|||noun|||—hunger striker
hurdler	hurdle|||verb|||—hurdler,—hurdling
hurdling	hurdle|||verb|||—hurdler,—hurdling
hurler	hurling|||noun|||—hurler
hurriedly	hurried|||adjective|||—hurriedly
hurtfully	hurtful|||adjective|||—hurtfully,—hurtfulness
hurtfulness	hurtful|||adjective|||—hurtfully,—hurtfulness
huskily	husky|||adjective|||—huskily
hybridization	hybridize|||verb|||—hybridization
hydration	hydrate|||verb|||—hydration
hydraulically	hydraulic|||adjective|||—hydraulically
hydroelectricity	hydroelectric|||adjective|||—hydroelectricity
hygienically	hygienic|||adjective|||—hygienically
hyperactivity	hyperactive|||adjective|||—hyperactivity
hyperbolic	hyperbole|||noun|||—hyperbolic
hypercritically	hypercritical|||adjective|||—hypercritically
hypersensitivity	hypersensitive|||adjective|||—hypersensitivity
hyperventilation	hyperventilate|||verb|||—hyperventilation
hyphenated	hyphenate|||verb|||—hyphenated,—hyphenation
hyphenation	hyphenate|||verb|||—hyphenated,—hyphenation
hypnotherapist	hypnotherapy|||noun|||—hypnotherapist
hypnotically	hypnotic|||adjective|||—hypnotically
hypothetically	hypothetical|||adjective|||—hypothetically
hysterically	hysterical|||adjective|||—hysterically
iambic	iamb|||noun|||—iambic
ian	Eton|||noun|||—ian
-ically	-ic|||suffix|||—-ically@@@-ical|||suffix|||—-ically
ice-skater	ice-skate|||verb|||—ice-skater,—ice-skating
ice-skating	ice-skate|||verb|||—ice-skater,—ice-skating
-icidal	-icide|||suffix|||—-icidal,—-icidally
-icidally	-icide|||suffix|||—-icidal,—-icidally
iciness	icy|||adjective|||—iciness
iconic	icon|||noun|||—iconic
iconoclasm	iconoclastic|||adjective|||—iconoclasm
idealistically	idealistic|||adjective|||—idealistically
idealization	idealize|||verb|||—idealization
identically	identical|||adjective|||—identically
ideologically	ideological|||adjective|||—ideologically
idiomatically	idiomatic|||adjective|||—idiomatically
idiosyncratic	idiosyncrasy|||noun|||—idiosyncratic
idiotic	idiot|||noun|||—idiotic,—idiotically
idiotically	idiot|||noun|||—idiotic,—idiotically
idleness	idle|||adjective|||—idleness,—idly
idly	idle|||adjective|||—idleness,—idly
idolatrous	idolatry|||noun|||—idolatrous
idyllically	idyllic|||adjective|||—idyllically
ignominiously	ignominious|||adjective|||—ignominiously
ignorantly	ignorant|||adjective|||—ignorantly
ill-advisedly	ill-advised|||adjective|||—ill-advisedly
illegality	illegal|||adjective|||—illegally,—illegality
illegally	illegal|||adjective|||—illegally,—illegality
illegibility	illegible|||adjective|||—illegibly,—illegibility
illegibly	illegible|||adjective|||—illegibly,—illegibility
illegitimacy	illegitimate|||adjective|||—illegitimately,—illegitimacy
illegitimately	illegitimate|||adjective|||—illegitimately,—illegitimacy
illiberality	illiberal|||adjective|||—illiberally,—illiberality
illiberally	illiberal|||adjective|||—illiberally,—illiberality
illicitly	illicit|||adjective|||—illicitly
illiteracy	illiterate|||adjective|||—illiteracy
illogicality	illogical|||adjective|||—illogically,—illogicality
illogically	illogical|||adjective|||—illogically,—illogicality
ill-treatment	ill-treat|||verb|||—ill-treatment
-ily	-y|||suffix|||—-ily,—-iness
imaginatively	imaginative|||adjective|||—imaginatively
imbalanced	imbalance|||noun|||—imbalanced
imbecilic	imbecile|||noun|||—imbecilic,—imbecility
imbecility	imbecile|||noun|||—imbecilic,—imbecility
imitator	imitate|||verb|||—imitator
immaculately	immaculate|||adjective|||—immaculately
immanence	immanent|||adjective|||—immanence
immaturity	immature|||adjective|||—immaturity
immeasurably	immeasurable|||adjective|||—immeasurably
immersed	immerse|||verb|||—immersed
imminence	imminent|||adjective|||—imminence,—imminently
imminently	imminent|||adjective|||—imminence,—imminently
immobility	immobile|||adjective|||—immobility
immobilization	immobilize|||verb|||—immobilization
immoderately	immoderate|||adjective|||—immoderately
immodestly	immodest|||adjective|||—immodestly,—immodesty
immodesty	immodest|||adjective|||—immodestly,—immodesty
immolation	immolate|||verb|||—immolation
immorality	immoral|||adjective|||—immorally,—immorality
immorally	immoral|||adjective|||—immorally,—immorality
immovably	immovable|||adjective|||—immovably
immunization	immunize|||verb|||—immunization
immutability	immutable|||adjective|||—immutably,—immutability
immutably	immutable|||adjective|||—immutably,—immutability
impalement	impale|||verb|||—impalement
impartiality	impartial|||adjective|||—impartially,—impartiality
impartially	impartial|||adjective|||—impartially,—impartiality
impassively	impassive|||adjective|||—impassively,—impassivity
impassivity	impassive|||adjective|||—impassively,—impassivity
impatiently	impatient|||adjective|||—impatiently
impeachment	impeach|||verb|||—impeachment
impeccably	impeccable|||adjective|||—impeccably
impecuniously	impecunious|||adjective|||—impecuniously,—impecuniousness
impecuniousness	impecunious|||adjective|||—impecuniously,—impecuniousness
impenetrability	impenetrable|||adjective|||—impenetrably,—impenetrability
impenetrably	impenetrable|||adjective|||—impenetrably,—impenetrability
imperatively	imperative|||adjective|||—imperatively
imperceptibility	imperceptible|||adjective|||—imperceptibly,—imperceptibility
imperceptibly	imperceptible|||adjective|||—imperceptibly,—imperceptibility
imperfection	imperfect|||adjective|||—imperfectly,—imperfection
imperfectly	imperfect|||adjective|||—imperfectly,—imperfection
imperialist	imperialism|||noun|||—imperialist,—imperialist@@@imperialism|||noun|||—imperialist,—imperialist
imperiously	imperious|||adjective|||—imperiously,—imperiousness
imperiousness	imperious|||adjective|||—imperiously,—imperiousness
impermanence	impermanent|||adjective|||—impermanence
impersonally	impersonal|||adjective|||—impersonally
impersonation	impersonate|||verb|||—impersonation
impertinence	impertinent|||adjective|||—impertinently,—impertinence
impertinently	impertinent|||adjective|||—impertinently,—impertinence
imperturbability	imperturbable|||adjective|||—imperturbably,—imperturbability
imperturbably	imperturbable|||adjective|||—imperturbably,—imperturbability
impetuosity	impetuous|||adjective|||—impetuously,—impetuousness,—impetuosity
impetuously	impetuous|||adjective|||—impetuously,—impetuousness,—impetuosity
impetuousness	impetuous|||adjective|||—impetuously,—impetuousness,—impetuosity
impingement	impinge|||verb|||—impingement
impiously	impious|||adjective|||—impiously,—impiousness
impiousness	impious|||adjective|||—impiously,—impiousness
impishly	impish|||adjective|||—impishly
implacability	implacable|||adjective|||—implacably,—implacability
implacably	implacable|||adjective|||—implacably,—implacability
implantation	implant|||verb|||—implantation
implausibility	implausible|||adjective|||—implausibly,—implausibility
implausibly	implausible|||adjective|||—implausibly,—implausibility
implementation	implement|||verb|||—implementation
implicitly	implicit|||adjective|||—implicitly
imploring	implore|||verb|||—imploring
implosion	implode|||verb|||—implosion
impolitely	impolite|||adjective|||—impolitely
