aback	aback	 adverb	surprised
assurance	assurance	 noun	a promise
assure	assure	 verb	to promise something
assured	assured	 adjective	certain to win or succeed
astonish	astonish	 verb	to make someone surprised
astonished	astonished	 adjective	surprised
astonishing	astonishing	 adjective	making you feel surprised
astonishingly	astonishing	 adjective	making you feel surprised
astonishment	astonishment	 noun	a feeling of being surprised
astound	astound	 verb	to make someone surprised
astounded	astounded	 adjective	surprised
astounding	astounding	 adjective	making you feel surprised
astoundingly	astounding	 adjective	making you feel surprised
astray	astray	 adverb	to influence someone in a bad way
astride	astride	 adverb	to sit with your legs in a particular position
astronomical	astronomical	 adjective	extremely expensive
astronomically	astronomical	 adjective	extremely expensive
astute	astute	 adjective	someone who is clever at dealing with people or situations
astutely	astute	 adjective	someone who is clever at dealing with people or situations
astuteness	astute	 adjective	someone who is clever at dealing with people or situations
asylum	asylum	 noun	to protect someone by providing a place where they are safe from danger
asymmetrical	asymmetrical	 adjective	having a shape that is not regular
asymmetrically	asymmetrical	 adjective	having a shape that is not regular
asymmetry	asymmetrical	 adjective	having a shape that is not regular
at	at	 preposition	at the beginning
at	at	 preposition	when something happens after a long time
at	at	 preposition	to regularly go to a school, work or church
at	at	 preposition	immediately
at	at	 preposition	in a place
at	at	 preposition	to be at an event where you are not now
at	at	 preposition	what hour, day etc something happens
at	at	 preposition	at the same time
at	at	 preposition	towards
atheism	atheism	 noun	when you believe or do not believe that God, ghosts etc exist
atheist	atheism	 noun	when you believe or do not believe that God, ghosts etc exist
atheistic	atheism	 noun	when you believe or do not believe that God, ghosts etc exist
athlete	athlete	 noun	someone who does a sport
athletic	athletic	 adjective	physically strong and healthy
atmosphere	atmosphere	 noun	a general feeling among a group of people
atmospheric	atmospheric	 adjective	connected with the weather
atrocious	atrocious	 adjective	bad events/experiences/weather etc
atrociously	atrocious	 adjective	bad events/experiences/weather etc
atrocity	atrocity	 noun	an extremely bad action
atrocity	atrocity	 noun	cruel behaviour
attach	attach	 verb	to attach one thing to another so that it stays in position
attach	attach	 verb	to attach something to a wall etc, especially so that it can be seen
attach	attach	 verb	email
attach	attach	 verb	without any conditions
attach	attach	 verb	to join two things together with wire, glue etc
attach	attach	 verb	to like something very much
attach	attach	 verb	to like someone
attachment	attachment	 noun	email
attack	attack	 noun	to attack someone
attack	attack	 noun	to attack someone suddenly and unexpectedly
attack	attack	 noun	to attack a place or country
attack	attack	 noun	to attack someone because they attacked you
attack	attack	 noun	an attack against a person
attack	attack	 noun	a military attack
attack	attack	 noun	a person or place that attacks another person or country
attack	attack	 noun	a person or place that is attacked
attack	attack	 noun	easy to attack
attack	attack	 noun	something you say or write in order to criticize
attack	attack	 noun	a short illness
attack	attack	 verb	to attack someone
attack	attack	 verb	to attack someone suddenly and unexpectedly
attack	attack	 verb	to attack a place or country
attack	attack	 verb	to attack someone because they attacked you
attack	attack	 verb	an attack against a person
attack	attack	 verb	a military attack
attack	attack	 verb	a person or place that attacks another person or country
attack	attack	 verb	a person or place that is attacked
attack	attack	 verb	easy to attack
attack	attack	 verb	to strongly criticize someone or something
attacker	attacker	 noun	a person or place that attacks another person or country
attain	attain	 verb	when something can be done
attain	attain	 verb	when a number or amount reaches a particular level
attainable	attain	 verb	when something can be done
attainable	attain	 verb	when a number or amount reaches a particular level
attempt	attempt	 noun	when you try to do something
attempt	attempt	 noun	to try to do something
attempt	attempt	 verb	to try to do something
attend	attend	 verb	to do things that need doing
attend	attend	 verb	to regularly go to a school, work or church
attend	attend	 verb	to go to a meeting, party, concert etc
attend	attend	 verb	to look after someone by helping them
attend	attend	 verb	to go to a party
attendance	attendance	 noun	the number of people who are at an event
attendance	attendance	 noun	to be at an event where you are not now
attention	attention	 noun	to listen and watch carefully
attention	attention	 noun	to pay particular attention to a subject or person
attention	attention	 noun	to pay so much attention to something that you do not notice other things
attention	attention	 noun	not paying attention to what is happening
attention	attention	 noun	not paying attention to a particular subject or person
attention	attention	 noun	to make someone pay attention to you
attention	attention	 noun	to make people pay attention to a subject or problem
attention	attention	 noun	when someone or something gets a lot of attention
attention	attention	 noun	to avoid attention or take attention away
attention	attention	 noun	to try to do something correctly and not make mistakes
attention	attention	 noun	to find out about something
attention	attention	 noun	to not pay attention to what someone says or does
attention	attention	 noun	something that makes you feel interested
attention	attention	 noun	to listen to someone or something
attention	attention	 noun	to stand with your back straight
attention span	attention span	 noun	to listen and watch carefully
attentive	attentive	 adjective	to listen and watch carefully
attentively	attentive	 adjective	to listen and watch carefully
attentiveness	attentive	 adjective	to listen and watch carefully
attitude	attitude	 noun	what you think about something
attitude	attitude	 noun	the way you generally think about something
attitudinal	attitude	 noun	what you think about something
attitudinal	attitude	 noun	the way you generally think about something
attract	attract	 verb	to make someone like or want to do something
attract	attract	 verb	to make someone want to go to a place
attract	attract	 verb	making you like someone or something, or to want to do something
attract	attract	 verb	something that attracts people
attract	attract	 verb	to be sexually attracted to someone
attraction	attraction	 noun	to make someone like or want to do something
attraction	attraction	 noun	to make someone want to go to a place
attraction	attraction	 noun	making you like someone or something, or to want to do something
attraction	attraction	 noun	something that attracts people
attraction	attraction	 noun	a place where people go or stay on holidays
attractive	attractive	 adjective	making you like someone or something, or to want to do something
